x	y	Sample	Subpopulation	Subgroup
100	-0.161985264933353	-6.24916885312751	753	GP4-B2	GP4
101	-5.50752372890669	22.7304225314125	753	GP4-C1	GP4
102	0.438441025360729	25.7979125558399	753	GP4-C1	GP4
103	15.8484272190107	-9.96543571889581	753	GP4-B1	GP4
104	11.0076710326514	-6.15418722751505	753	GP4-C2	GP4
105	14.3174661267843	-11.4248476346568	753	GP4-B1	GP4
106	-5.37165852855298	24.1141015655607	753	GP4-C1	GP4
107	4.34848094330003	-1.29008288252101	753	GP4-C1	GP4
108	20.2986497276838	-6.99973689970665	753	GP4-B2	GP4
109	9.93759392590037	-16.0308210929962	753	GP4-B2	GP4
110	-11.9903424510859	24.3998921869199	753	GP4-C1	GP4
111	14.7144292896244	-12.1777165994819	753	GP4-B1	GP4
112	4.33671020751875	-8.32799357673264	753	GP4-B2	GP4
113	2.01869150043121	2.21065689455559	753	GP4-C1	GP4
114	-6.63305221167342	22.5294627764276	753	GP4-C1	GP4
115	10.9956745590599	-16.0118189913759	753	GP4-B2	GP4
116	10.2854492564826	-7.88216978146236	753	GP4-B2	GP4
117	-6.32008495983924	26.1182900764135	753	GP4-C1	GP4
118	3.01214425089267	-9.4028312852284	753	GP4-B2	GP4
119	9.81813179133222	-4.15965532157668	753	GP4-C1	GP4
120	17.8562268318364	-17.4448292075949	753	GP4-B1	GP4
121	12.3620464716011	-9.18730844815291	753	GP4-B1	GP4
122	22.9792440496683	-10.1560427432422	753	GP4-B2	GP4
123	13.9354154191195	-13.5181313262432	753	GP4-B2	GP4
124	19.3325290846692	-12.5405047060974	753	GP4-A1	GP4
125	-18.1656538000843	14.3689709506035	753	GP4-A2	GP4
126	6.46599003808783	-12.1732894017578	753	GP4-B2	GP4
127	14.3125065548362	-10.0898133951382	753	GP4-B1	GP4
128	17.8410700586866	-11.8021021900453	753	GP4-B1	GP4
129	19.1064760974854	-12.2675023870391	753	GP4-B1	GP4
130	-4.81462310074415	15.7220438650579	753	GP4-C1	GP4
131	18.1244327608933	-17.9449934215914	753	GP4-B1	GP4
132	5.70022779211713	-1.01830699660556	753	GP4-A2	GP4
133	12.7228946844404	-8.28235045094057	753	GP4-B1	GP4
134	-4.94348051421393	13.4413964237501	753	GP4-C1	GP4
135	-8.44755339205725	20.3478358699246	753	GP4-C1	GP4
136	16.4902261125123	-14.6751810579836	753	GP4-B1	GP4
137	9.58358962102155	-5.87260403205532	753	GP4-B2	GP4
138	10.676872679814	-4.25884528179122	753	GP4-B2	GP4
139	15.7181310389419	-12.6987271820216	753	GP4-B2	GP4
140	2.23328077774443	1.29428967847951	753	GP4-C1	GP4
141	5.75490102016587	-13.417588686317	753	GP4-B2	GP4
142	-8.27386989968005	14.9856391307903	753	GP4-C1	GP4
143	4.45089046050663	-8.44797837183643	753	GP4-B2	GP4
144	7.71826365282843	-12.1685527985958	753	GP4-B2	GP4
145	0.74334163135794	-2.90999626110148	753	GP4-B2	GP4
146	13.8422272388669	-8.64785268667865	753	GP4-B1	GP4
147	11.0714461809886	-3.79848436662288	753	GP4-A2	GP4
148	16.2831815223047	-9.36698990583748	753	GP4-B1	GP4
149	19.3592754490169	-12.4353649941607	753	GP4-A1	GP4
150	-8.60209852225377	21.1409520836223	753	GP4-C1	GP4
151	20.9119342546247	-16.1728059525314	753	GP4-B1	GP4
152	-7.61315063731502	25.1387545664366	753	GP4-C1	GP4
153	10.0854896311927	-3.19182021820923	753	GP4-B2	GP4
154	15.7508807683452	-13.7363211203265	753	GP4-B2	GP4
155	13.4680176270686	-6.61022000283532	753	GP4-B1	GP4
156	-6.95394079504559	19.0839359923416	753	GP4-C1	GP4
157	14.014838281287	-9.62527109694693	753	GP4-B1	GP4
158	17.8945760299782	-17.6689605873781	753	GP4-B1	GP4
159	-13.3775527432864	23.8827410962782	753	GP4-A2	GP4
160	11.7697877947622	-5.88054764797762	753	GP4-B2	GP4
161	-2.55448287331454	21.9353837546893	753	GP4-C1	GP4
162	-7.1002014279298	19.1697160564404	753	GP4-C1	GP4
163	18.1991547137527	-21.6784173795283	753	GP4-A1	GP4
164	9.87520298168221	-9.01002610654879	753	GP4-B2	GP4
165	13.7808595338574	-8.68942033542086	753	GP4-B1	GP4
166	11.2262954141886	-4.13971171303119	753	GP4-B2	GP4
167	-6.95830772630066	19.2200209278903	753	GP4-C1	GP4
168	-2.38315292369517	13.2079077248897	753	GP4-A2	GP4
169	14.6788491924002	-5.75129465287419	753	GP4-A1	GP4
170	2.29298589468696	1.92050478453532	753	GP4-B1	GP4
171	13.4719991312625	-5.65808581062224	753	GP4-A1	GP4
172	14.4132836986024	-10.4485050150542	753	GP4-B1	GP4
173	-7.59690252801685	19.8841320173932	753	GP4-C1	GP4
174	16.8303464382277	-14.5445422891987	753	GP4-B1	GP4
175	-5.3651556732675	13.9537691693907	753	GP4-A2	GP4
176	8.52415687790405	-4.79635608505499	753	GP4-B2	GP4
177	10.751433074949	-6.12009067331381	753	GP4-B1	GP4
178	10.9245474918272	0.112114725627321	753	GP4-B2	GP4
179	18.1970165029879	-17.5246262799761	753	GP4-B1	GP4
180	17.8326487152174	-12.5966268400392	753	GP4-B1	GP4
181	-3.06604335710084	17.2146491590622	753	GP4-C1	GP4
182	13.97989652544	-9.69843474559692	753	GP4-A1	GP4
183	11.6696517286096	-8.99457841943381	753	GP4-B2	GP4
184	12.7325281192093	-16.2127631393144	753	GP4-B2	GP4
185	-3.76683759021905	14.9668174648776	753	GP4-C1	GP4
186	14.4338611600188	-15.0710779380132	753	GP4-B1	GP4
187	15.3564176169064	-12.2812844970138	753	GP4-B2	GP4
188	-7.67761070160363	10.5808751791118	753	GP4-C1	GP4
189	9.94941241526806	-4.86945601940767	753	GP4-B2	GP4
190	-5.21303458642171	26.1030194405685	753	GP4-C1	GP4
191	14.0155490900217	-4.39679435155639	753	GP4-A1	GP4
192	6.11245864990342	-13.923610290191	753	GP4-B2	GP4
193	13.4857196519073	-5.10098066213761	753	GP4-B1	GP4
194	15.0167490685665	-10.510418663114	753	GP4-B2	GP4
195	10.1371044920821	-7.25709269021467	753	GP4-B2	GP4
196	-5.74080769031692	13.2804513744442	753	GP4-C1	GP4
197	16.4781548494024	-17.8384429155595	753	GP4-B1	GP4
198	16.3676287965103	-11.5672420367846	753	GP4-B1	GP4
199	18.9390398138837	-5.70767822508925	753	GP4-B1	GP4
200	-11.2800420947831	22.3910229911323	753	GP4-C1	GP4
201	-10.1412419580825	25.3733999571056	753	GP4-C1	GP4
202	-5.93936037697132	24.7284621957236	753	GP4-C1	GP4
203	17.5028791766243	-17.5825970113596	753	GP4-B1	GP4
204	11.0593322401128	-12.8690470427548	753	GP4-B2	GP4
205	-4.95368922788875	-6.71103937634793	753	GP4-B2	GP4
206	-2.64412043095638	14.7845300856859	753	GP4-C1	GP4
207	12.4769201434819	-10.7310301008649	753	GP4-B1	GP4
208	-11.5077374470825	23.24545835409	753	GP4-C1	GP4
209	9.47052718548958	-8.86989336974549	753	GP4-B2	GP4
210	-12.1059463404262	22.4004088083018	753	GP4-C1	GP4
211	11.1960181692945	-6.13329452217325	753	GP4-B2	GP4
212	20.3395521458566	-10.6764627393114	753	GP4-A1	GP4
213	12.8226727110823	-7.64699252254225	753	GP4-B1	GP4
214	14.4306614655207	-12.9827307287138	753	GP4-B2	GP4
215	-5.34711150476965	23.4943830939183	753	GP4-C1	GP4
216	16.3933033300655	-12.6666666778562	753	GP4-B2	GP4
217	9.66898672510551	-3.58664716546882	753	GP4-B2	GP4
218	3.22885563634638	3.97636416591076	753	GP4-C1	GP4
219	17.0973213911293	-13.4632344294326	753	GP4-B2	GP4
220	7.83400583194505	-11.4225928399769	753	GP4-B2	GP4
221	12.8424822770915	-13.304221713734	753	GP4-B2	GP4
222	17.6969989596523	-14.282835332949	753	GP4-B1	GP4
223	14.276418611138	-7.01169742883143	753	GP4-B2	GP4
224	10.9210247474565	-8.70564159749919	753	GP4-B1	GP4
225	17.2117200092114	-16.1739207953031	753	GP4-B1	GP4
226	14.0700699123588	-15.5137801064282	753	GP4-B2	GP4
227	8.94978920294636	-17.0993896103569	753	GP4-B2	GP4
228	-7.75593849673401	10.4176357467229	753	GP4-C1	GP4
229	16.90048154616	-15.5706114444023	753	GP4-B1	GP4
230	-6.34287053823315	-20.6109647308564	753	GP4-A1	GP4
231	16.8787917408525	-16.0544016761047	753	GP4-B1	GP4
232	16.7095715289222	-12.6903953379896	753	GP4-B1	GP4
233	-12.877799457926	24.5107217014487	753	GP4-C1	GP4
234	5.75185648230446	-17.0976851115043	753	GP4-B2	GP4
235	14.8470047029112	-13.1347900534659	753	GP4-B1	GP4
236	8.7859276539341	-5.40822828534283	753	GP4-C1	GP4
237	13.1732611335089	-15.5743805175851	753	GP4-B2	GP4
238	-4.4156785044243	21.0782852221438	753	GP4-C1	GP4
239	-7.19390664259395	10.8896106555468	753	GP4-C1	GP4
240	17.1803706028785	-7.60764518739355	753	GP4-B2	GP4
241	-7.54293829070013	17.2245602629865	753	GP4-C1	GP4
242	8.73326913244478	-6.23443293323693	753	GP4-B2	GP4
243	-4.08738083942374	20.5687860577248	753	GP4-C1	GP4
244	9.461905129234	-7.37370830888541	753	GP4-B2	GP4
245	-3.30577766942177	19.894632717171	753	GP4-C1	GP4
246	13.6559062196617	-11.8681385359655	753	GP4-B1	GP4
247	13.0164210537194	-6.81919842197195	753	GP4-B1	GP4
248	16.4286629288914	-13.1240539367047	753	GP4-B1	GP4
249	14.0186986878419	-10.568312021387	753	GP4-B1	GP4
250	14.3974253596409	-12.3037991252476	753	GP4-B2	GP4
251	21.7834721542989	-12.4142279979016	753	GP4-B1	GP4
252	9.97689520817531	-8.55722819813785	753	GP4-B1	GP4
253	14.240998172656	-8.11063334914956	753	GP4-B1	GP4
254	13.7269675565929	-15.9304541718321	753	GP4-B1	GP4
255	-5.15501123177173	10.968899674297	753	GP4-A2	GP4
256	-10.6804901958352	12.3042877556526	753	GP4-C1	GP4
257	16.0337955892237	-12.6639597188416	753	GP4-B1	GP4
258	15.4926490152435	-12.6378977097227	753	GP4-B1	GP4
259	17.924238381181	-21.9725160647908	753	GP4-A1	GP4
260	-3.67913322712436	28.2543213950068	753	GP4-C1	GP4
261	17.4167984443404	-19.3971208771796	753	GP4-A1	GP4
262	-7.86974904006131	18.460459456142	753	GP4-C1	GP4
263	19.4010975252009	-16.6865323235993	753	GP4-B1	GP4
264	16.8430619685561	-8.8109909775894	753	GP4-B2	GP4
265	4.27147064432934	1.17730307659109	753	GP4-C1	GP4
266	14.2759384458625	-10.1492496419009	753	GP4-B1	GP4
267	-5.65928779165894	20.3957828777457	753	GP4-C1	GP4
268	18.611978793551	-12.7726812113355	753	GP4-A1	GP4
269	-11.5801677848142	24.5721491357841	753	GP4-C1	GP4
270	4.00017208823049	20.0193150502105	753	GP4-C1	GP4
271	12.5615652222264	-7.97039419881495	753	GP4-B1	GP4
272	6.48681453937033	-10.1116000168079	753	GP4-B2	GP4
273	6.62741942018953	-12.0596561894626	753	GP4-B2	GP4
274	-7.41270043408633	16.4201209544814	753	GP4-C1	GP4
275	17.866697408248	-14.158626240238	753	GP4-B1	GP4
276	12.9510947331545	-8.63960202574637	753	GP4-B1	GP4
277	14.1176364449155	-10.9181117875196	753	GP4-B1	GP4
278	15.0081009393256	-6.44455097979049	753	GP4-B2	GP4
279	-5.54640708778673	23.997685699879	753	GP4-C1	GP4
280	12.3226080872118	-4.49321256752248	753	GP4-B2	GP4
281	-5.34739158826072	21.9546147495341	753	GP4-C1	GP4
282	11.0553936314152	-8.84435544532239	753	GP4-B2	GP4
283	12.6471477139045	-4.20581146725182	753	GP4-B2	GP4
284	17.7025069707388	-17.5806310645932	753	GP4-B1	GP4
285	11.5644308488518	-4.09846055197144	753	GP4-B1	GP4
286	13.0097035478323	-4.49038087674156	753	GP4-A1	GP4
287	15.6289142664064	-10.5823040984141	753	GP4-B2	GP4
288	-7.86592797043938	20.1114967023068	753	GP4-C1	GP4
289	18.2773126681123	-21.646040302742	753	GP4-A1	GP4
290	-7.16969336355901	29.2501038835169	753	GP4-A2	GP4
291	-5.46373249300124	15.0023956060825	753	GP4-C1	GP4
292	17.7306309012595	-17.603780874145	753	GP4-B1	GP4
293	11.567691970215	-6.70556622824747	753	GP4-B1	GP4
294	22.4047922589003	-12.6055915924927	753	GP4-B1	GP4
295	15.454448553695	-9.8832022778209	753	GP4-B2	GP4
296	17.9942117900637	-18.0187039994313	753	GP4-B1	GP4
297	3.58340905200471	-10.2759702678312	753	GP4-B2	GP4
298	9.60477480654708	-5.38270747257652	753	GP4-B2	GP4
299	8.60278914352647	-2.76519944239906	753	GP4-B1	GP4
300	6.56786421537303	-4.06602614867837	753	GP4-B1	GP4
301	-4.92143439182558	9.30277572334892	753	GP4-C1	GP4
302	11.4902367456975	-1.76473818742546	753	GP4-B1	GP4
303	9.1441564731587	-3.47073612162556	753	GP4-C1	GP4
304	17.4836314054153	-14.4414273842704	753	GP4-B1	GP4
305	1.84568979170901	2.8529225019894	753	GP4-B1	GP4
306	17.2527257919707	-14.9259978332482	753	GP4-B1	GP4
307	15.3226496630708	-10.9230751795228	753	GP4-B2	GP4
308	17.9939908449498	-17.391964983353	753	GP4-B1	GP4
309	16.4628435629746	-10.3967215390201	753	GP4-B1	GP4
310	-1.18574068387058	16.4158376849201	753	GP4-C1	GP4
311	14.3930331554124	-8.23045770456022	753	GP4-B2	GP4
312	0.579117961869822	-8.46008248809108	753	GP4-B2	GP4
313	10.2734023143143	-8.40719424763951	753	GP4-B1	GP4
314	13.6724718126045	-10.6593325020642	753	GP4-B1	GP4
315	14.1186487329459	-10.8020824847715	753	GP4-B1	GP4
316	-6.63203425721247	13.8633639093742	753	GP4-C1	GP4
317	-13.8246420359251	7.09415682548502	753	GP4-C1	GP4
318	16.0071564974018	-10.9848203889889	753	GP4-B2	GP4
319	-6.48230024338519	12.6437534495626	753	GP4-C1	GP4
320	10.7371340611389	-7.13690894822349	753	GP4-B2	GP4
321	16.7123694816373	-11.7351266890168	753	GP4-B1	GP4
322	17.5002180792575	-8.15663810882273	753	GP4-B1	GP4
323	14.7679503725267	-10.8439185252725	753	GP4-B1	GP4
324	17.8022409789065	-14.5342181933177	753	GP4-B1	GP4
325	-3.43373662435194	22.9405040514098	753	GP4-C1	GP4
326	12.7335034274615	-3.91597606738331	753	GP4-B1	GP4
327	16.0375104499109	-12.934370992244	753	GP4-B1	GP4
328	-11.4567628446243	21.6415242761843	753	GP4-C1	GP4
329	16.9343835865342	-15.1925166738162	753	GP4-B1	GP4
330	-7.32005130901782	16.5646010786832	753	GP4-C1	GP4
331	-7.37691452677949	24.6272300075207	753	GP4-C1	GP4
332	-9.89962359460705	26.9771759993866	753	GP4-C1	GP4
333	13.6666523784778	-16.1219118819885	753	GP4-B1	GP4
334	10.7764454900951	-10.5334611521476	753	GP4-B2	GP4
335	14.0880573965728	-9.66044513452417	753	GP4-B1	GP4
336	-4.58718065552069	20.6266841136822	753	GP4-C1	GP4
337	10.7636728319751	-1.96617648666655	753	GP4-B2	GP4
338	18.0356582811518	-17.772183258789	753	GP4-B1	GP4
339	9.88619022226171	-8.27081927394374	753	GP4-B1	GP4
340	14.6535663563618	-12.2128467668369	753	GP4-B2	GP4
341	0.293105646459772	16.1020676117321	753	GP4-C2	GP4
342	12.1153417060891	-5.67148865714604	753	GP4-A1	GP4
343	-4.01540124339401	14.7267679739104	753	GP4-C1	GP4
344	-7.06915981633582	19.1844887519126	753	GP4-C1	GP4
345	11.1670499328961	-4.38415898045528	753	GP4-B1	GP4
346	-10.8390815558061	23.3289941561332	753	GP4-C1	GP4
347	6.99833076621328	-16.7086501851147	753	GP4-B2	GP4
348	11.9892882612367	-8.65232325967173	753	GP4-B2	GP4
349	15.0150642519621	-10.8445148308086	753	GP4-B1	GP4
350	4.48628958360192	-1.21236053892198	753	GP4-B1	GP4
351	0.99556717612979	-3.70754378320467	753	GP4-B2	GP4
352	-9.38455164443885	7.64564544651997	753	GP4-C1	GP4
353	12.1642286703978	-9.41355757616718	753	GP4-B2	GP4
354	13.1911599518252	-4.61420968565969	753	GP4-B1	GP4
355	17.1486922679335	-14.3923777955063	753	GP4-B2	GP4
356	10.3934098528011	-12.7369307380615	753	GP4-B2	GP4
357	17.9654396393935	-22.683343732767	753	GP4-A1	GP4
358	12.1876213457372	-9.78101901481637	753	GP4-B2	GP4
359	20.2753519444271	-12.8237450142279	753	GP4-A1	GP4
360	14.1695354710458	-9.47862694425196	753	GP4-B1	GP4
361	6.12172929896455	0.171674882640731	753	GP4-C1	GP4
362	9.71529312578834	-8.94316832426877	753	GP4-B2	GP4
363	-4.12287635974776	16.4633005241419	753	GP4-C1	GP4
364	-12.0299415269046	22.6684470438423	753	GP4-C1	GP4
365	16.6591374386197	-7.65272815546452	753	GP4-B2	GP4
366	8.20481506020522	-4.71630259079735	753	GP4-A1	GP4
367	3.36473373609673	26.6925871042881	753	GP4-C1	GP4
368	-10.3477794259216	18.0790814403699	753	GP4-C1	GP4
369	16.0169513514268	-14.3010214899736	753	GP4-B1	GP4
370	13.3595563725106	-19.6798476548473	753	GP4-B2	GP4
371	21.7408921917239	-6.09621890140156	753	GP4-B2	GP4
372	17.1107165002457	-14.5566419047569	753	GP4-B1	GP4
373	14.739133782627	-8.93743813677196	753	GP4-B2	GP4
374	-10.2510127622192	23.7872940241953	753	GP4-C1	GP4
375	18.73003160067	-12.3930553324139	753	GP4-B1	GP4
376	17.5666215296066	-17.241626051417	753	GP4-B1	GP4
377	-2.38048083250125	23.2258304947313	753	GP4-C1	GP4
378	-9.42982441820197	23.1714879901321	753	GP4-C1	GP4
379	21.8838675053831	-16.1502584461258	753	GP4-B1	GP4
380	-1.37853290773587	19.4185772028782	753	GP4-A2	GP4
381	-10.1774884392267	22.3153469634205	753	GP4-C1	GP4
382	11.507694902366	-14.2617924942495	753	GP4-B2	GP4
383	-9.4185388523187	24.775524386323	753	GP4-C1	GP4
384	-8.5716134538535	20.2050296183201	753	GP4-C1	GP4
385	4.2844351687264	27.333394943936	753	GP4-C1	GP4
386	16.1807490130385	-14.7834279733813	753	GP4-B1	GP4
387	2.6496780272916	25.737993697527	753	GP4-C1	GP4
388	17.9527228524977	-16.1741532039309	753	GP4-B1	GP4
389	13.6245828171662	-7.28179203324858	753	GP4-B2	GP4
390	15.937095789196	-10.9608589836801	753	GP4-B1	GP4
391	1.36625372503727	0.12865667881327	753	GP4-C1	GP4
392	13.0651083088301	-9.38642213218799	753	GP4-B2	GP4
393	17.8996367027919	-17.5192902653245	753	GP4-B1	GP4
394	-0.888588034616174	2.56185022358434	753	GP4-A2	GP4
395	-10.4607885139726	23.5045532328289	753	GP4-A2	GP4
396	-15.7464955078324	20.6029551153947	753	GP4-C1	GP4
397	12.5501443574556	-6.80864716754092	753	GP4-B2	GP4
398	13.9641878577321	-6.9576322983135	753	GP4-B1	GP4
399	12.504241351096	-11.2237600834931	753	GP4-B1	GP4
400	14.5542849379057	-12.4367937125606	753	GP4-B2	GP4
401	14.325288551687	-12.1222112881569	753	GP4-B2	GP4
402	13.5058154616742	-9.77728972599828	753	GP4-B1	GP4
403	16.8814438957545	-14.3425982464014	753	GP4-B1	GP4
404	13.7862813094746	-9.05157813041344	753	GP4-B1	GP4
405	7.01060101757934	-12.9101956846263	753	GP4-B2	GP4
406	18.0894992766177	-14.4519887964559	753	GP4-B2	GP4
407	8.18473885800969	-2.45605982873579	753	GP4-A2	GP4
408	5.20611754124414	-12.7312535080277	753	GP4-B2	GP4
409	-7.96582710284861	12.1568293871783	753	GP4-C1	GP4
410	19.7871379592941	-12.4995829752263	753	GP4-A1	GP4
411	9.22727820669484	-3.41604715466045	753	GP4-A2	GP4
412	7.92109495832237	-2.78942296715336	753	GP4-C1	GP4
413	13.677344153896	-10.0065487125375	753	GP4-B1	GP4
414	-15.3281067210995	8.84116281532946	753	GP4-C1	GP4
415	-8.50249409663214	28.2279248924417	753	GP4-C1	GP4
416	-4.75608584044046	20.2175368544752	753	GP4-C1	GP4
417	6.57278731150743	-10.9532712147964	753	GP4-B2	GP4
418	3.28939682216347	7.60468238153281	753	GP4-C1	GP4
419	10.8163885795348	-4.99116210729222	753	GP4-B1	GP4
420	16.5025572980617	-15.2387923408113	753	GP4-B1	GP4
421	15.4458046803123	-11.6539106556136	753	GP4-B1	GP4
422	9.72749195551607	-15.8871596652206	753	GP4-B2	GP4
423	4.14022305604787	3.07018540461666	753	GP4-C1	GP4
424	11.7989841484635	-14.4279582506256	753	GP4-B1	GP4
425	16.8479197405591	-11.0993879672264	753	GP4-B1	GP4
426	14.4823655708861	-16.4072673014862	753	GP4-B2	GP4
427	14.3863229297636	-19.805378187543	753	GP4-B2	GP4
428	18.2349364171479	-13.5166269464855	753	GP4-A1	GP4
429	15.7186934140937	-7.81902265167966	753	GP4-C2	GP4
430	16.9939499170594	-14.091961577003	753	GP4-B1	GP4
431	-15.0518527879182	17.9201791706088	753	GP4-A2	GP4
432	3.21818888578421	14.915462998132	753	GP4-C1	GP4
433	-9.22902921271811	26.6348261761811	753	GP4-C1	GP4
434	16.4940027556825	-11.3281965969753	753	GP4-B1	GP4
435	-8.94851660812017	27.3871344829673	753	GP4-C1	GP4
436	-7.78012483520604	17.871788508645	753	GP4-C1	GP4
437	18.2899281078483	-14.1570441161631	753	GP4-B1	GP4
438	-7.5380328096553	3.60185321975588	753	GP4-C1	GP4
